label,text,cleaned_text
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .,retail chain launch correspond profit sale forecast compani
neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",russian gas giant invest anoth million lita compani late own percent stock capit amount million lita
neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",second compani acquir sweden reftel maskinservic ab whose busi main field servic spare part manufactur employe mln eur sale year
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",segment compani oper frozen food busi seafood veget oil busi grain trade busi oper
neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",sell consortium includ fund manag oko bank ventur capit unit bio fund manag finnish industri invest governmentown invest group
neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",solut demonstr tablet develop aava mobil multiwindow system enabl use sever applic simultan exampl view messag calendar side side
neutral,The solution will be installed in the USA to support the North American operations of the customer .,solut instal usa support north american oper custom
negative,"The staff reduction will start immediately , Glaston added .",staff reduct start immedi glaston ad
neutral,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",stockmann depart store total floor space squar metr stockmann invest project price tag eur million
neutral,The studies are expected to start in 2008 .,studi expect start
neutral,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",swedish buyout firm sold remain percent stake almost eighteen month take compani public finland
neutral,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",swedish maritim administr close furusund channel vike line normal charter en rout stockholm
neutral,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",tank deliv compani current build chemic tank farm antwerp northern belgium
neutral,"The Tekla Structures product box , if needed , is now made from recycled material .",tekla structur product box need made recycl materi
neutral,The terms of the transactions remained undisclosed .,term transact remain undisclos
positive,The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,servic fesco tell exampl strengthen relationship logist compani oper intern level
neutral,The total capacity of the factory will be approximately 100 engines a year .,total capac factori approxim engin year
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .,total emiss reduct thus
neutral,"The total floor area of the plant expansion is 29,000 square metres .",total floor area plant expans squar metr
negative,"The total headcount reduction will be 50 persons , the company said .",total headcount reduct person compani said
neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,total invest expect amount eurm
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",total invest compani eurm wartsila share eurm
neutral,The total investment of the project will be approximately EUR 36m .,total invest project approxim eur
neutral,"The total value of the agreement is USD4 .0 m , the company said .",total valu agreement usd compani said
neutral,The total value of the contract is some EUR 8 million .,total valu contract eur million
